record_id,company_name,office_name,phone,company_url,license_number,license_type,city_or_prefecture,address,mhlw_source_url,mhlw_raw_path,page_number,detail_index,collected_at
company-b67942cb,フロンティアパートナーＦＡＳ 株式会社,フロンティアパートナーＦＡＳ 株式会社,070-6605-0508,,01-ユ-300570,有料職業紹介事業,北海道,北海道帯広市西七条南六丁目1番地4,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300570%2C1+++++,data/raw/mhlw/detail-000060-01_ユ_300570.html,3,20,2026-05-22T10:12:25+08:00
company-8e30d72a,株式会社 池内システムサービス,株式会社 池内システムサービス,011-211-6185,,01-ユ-300581,有料職業紹介事業,北海道,北海道札幌市中央区南一条西二丁目18番地 ＩＫＥＵＣＨＩ ＧＡＴＥ 3階,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300581%2C1+++++,data/raw/mhlw/detail-000061-01_ユ_300581.html,4,1,2026-05-22T10:12:25+08:00
company-d673e07a,株式会社 トーホーエンジニアリング,株式会社 トーホーエンジニアリング,011-837-8010,,01-ユ-300590,有料職業紹介事業,北海道,北海道札幌市豊平区平岸2条6丁目1番14号 三慶ビル3階,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300590%2C1+++++,data/raw/mhlw/detail-000062-01_ユ_300590.html,4,2,2026-05-22T10:12:25+08:00
company-6f9ee6f7,株式会社 ｋａｎｐｒｏ‐ｗｏｒｋ,株式会社 ｋａｎｐｒｏ‐ｗｏｒｋ,011-676-4378,,01-ユ-300591,有料職業紹介事業,北海道,北海道札幌市北区北14条西1丁目1‐15 シティハイムジュネス1階101号室,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300591%2C1+++++,data/raw/mhlw/detail-000063-01_ユ_300591.html,4,3,2026-05-22T10:12:25+08:00
company-307b6ad9,株式会社 かんだ,株式会社 かんだ,0138-43-5000,,01-ユ-300602,有料職業紹介事業,北海道,北海道函館市亀田本町61番14号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300602%2C1+++++,data/raw/mhlw/detail-000064-01_ユ_300602.html,4,4,2026-05-22T10:12:25+08:00
company-3ef9383d,坂口 眞一,人財派遣ＫＯＳＥＩ（坂口眞一）,090-1647-6161,,01-ユ-300605,有料職業紹介事業,北海道,北海道函館市本町10番9号 藤ビル3階,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300605%2C1+++++,data/raw/mhlw/detail-000065-01_ユ_300605.html,4,5,2026-05-22T10:12:25+08:00
company-1feaf1c3,株式会社 エス・イー・ジャパン,株式会社 エス・イー・ジャパン,011-577-1396,,01-ユ-300607,有料職業紹介事業,北海道,北海道札幌市中央区南1条東3丁目10ｰ13 アイパスビル301,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300607%2C1+++++,data/raw/mhlw/detail-000066-01_ユ_300607.html,4,6,2026-05-22T10:12:25+08:00
company-b2f6580c,株式会社 ギヤサポート,株式会社 ギヤサポート,0155-29-2126,,01-ユ-300621,有料職業紹介事業,北海道,北海道帯広市新町西5丁目14 すみれ1階,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300621%2C1+++++,data/raw/mhlw/detail-000067-01_ユ_300621.html,4,7,2026-05-22T10:12:25+08:00
company-9ff1c8b1,株式会社 ミュートネット,株式会社 ミュートネット,0138-66-2201,,01-ユ-300639,有料職業紹介事業,北海道,北海道亀田郡七飯町鳴川五丁目12番9号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300639%2C1+++++,data/raw/mhlw/detail-000068-01_ユ_300639.html,4,8,2026-05-22T10:12:25+08:00
company-df28e5dc,株式会社 一寸房,株式会社 一寸房 本社営業所,011-215-0127,,01-ユ-300641,有料職業紹介事業,北海道,北海道札幌市中央区北二条西二丁目41番地 札幌2･2ビル9F,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300641%2C1+++++,data/raw/mhlw/detail-000069-01_ユ_300641.html,4,9,2026-05-22T10:12:25+08:00
company-35deb070,株式会社 Ｓ．Ｉ．Ｃ,株式会社 Ｓ．Ｉ．Ｃ,0155-66-6475,,01-ユ-300642,有料職業紹介事業,北海道,北海道河西郡芽室町東芽室基線2番地21,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300642%2C1+++++,data/raw/mhlw/detail-000070-01_ユ_300642.html,4,10,2026-05-22T10:12:25+08:00
company-27caec90,荒井 輝夫,Ｔ＆Ａ ＹＯＫＵＳＵＲＵ,080-4395-4246,,01-ユ-300655,有料職業紹介事業,北海道,北海道札幌市中央区宮の森4条12丁目6番29号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300655%2C1+++++,data/raw/mhlw/detail-000071-01_ユ_300655.html,4,11,2026-05-22T10:12:25+08:00
company-fcf7fbfb,株式会社 キャリアパートナー,株式会社 キャリアパートナー,011-200-0108,,01-ユ-300665,有料職業紹介事業,北海道,北海道札幌市中央区北一条西三丁目3番地41 マルイト時計台前ビル5階,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300665%2C1+++++,data/raw/mhlw/detail-000072-01_ユ_300665.html,4,12,2026-05-22T10:12:25+08:00
company-7d3127c6,株式会社 コミュニティーワークス,株式会社 コミュニティーワークス,0126-33-9214,,01-ユ-300669,有料職業紹介事業,北海道,北海道岩見沢市駒園1丁目1番32号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300669%2C1+++++,data/raw/mhlw/detail-000073-01_ユ_300669.html,4,13,2026-05-22T10:12:25+08:00
company-59edd624,株式会社 ＬＥＡＦ,株式会社 ＬＥＡＦ,011-522-8839,,01-ユ-300674,有料職業紹介事業,北海道,北海道札幌市中央区南一条西八丁目6番地2 ＳＩＴＹビル6階,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300674%2C1+++++,data/raw/mhlw/detail-000074-01_ユ_300674.html,4,14,2026-05-22T10:12:25+08:00
company-02b088cf,株式会社 ノースモバイル,株式会社 ノースモバイル,011-218-4142,,01-ユ-300677,有料職業紹介事業,北海道,北海道札幌市中央区北1条西3丁目3－6 ばらと北1条ビル7階,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300677%2C1+++++,data/raw/mhlw/detail-000075-01_ユ_300677.html,4,15,2026-05-22T10:12:25+08:00
company-45e3306d,株式会社 オガワヤ,株式会社 オガワヤ,090-2819-9647,,01-ユ-300680,有料職業紹介事業,北海道,北海道札幌市北区北13条西4丁目1ｰ2 第一志水ビル2階,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300680%2C1+++++,data/raw/mhlw/detail-000076-01_ユ_300680.html,4,16,2026-05-22T10:12:25+08:00
company-f7027ed6,Ｎ＆ｓｔａｒ 合同会社,Ｎ＆ｓｔａｒ 合同会社,070-4795-3955,,01-ユ-300690,有料職業紹介事業,北海道,北海道新冠郡新冠町字万世15番地の2,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300690%2C1+++++,data/raw/mhlw/detail-000077-01_ユ_300690.html,4,17,2026-05-22T10:12:25+08:00
company-c0314bce,株式会社 ＹＮＳトラスト,株式会社 ＹＮＳトラスト,090-5076-2927,,01-ユ-300705,有料職業紹介事業,北海道,北海道札幌市豊平区豊平1条2丁目1番27－702号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300705%2C1+++++,data/raw/mhlw/detail-000078-01_ユ_300705.html,4,18,2026-05-22T10:12:25+08:00
company-33e2bcc5,名美興業 株式会社,名美興業 株式会社,0138-31-5389,,01-ユ-300740,有料職業紹介事業,北海道,北海道函館市梁川町1番5号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300740%2C1+++++,data/raw/mhlw/detail-000079-01_ユ_300740.html,4,19,2026-05-22T10:12:25+08:00
company-dff4f12e,鈴蘭ビルサービス 株式会社,鈴蘭ビルサービス 株式会社,0155-32-3800,,01-ユ-300741,有料職業紹介事業,北海道,北海道河東郡音更町南鈴蘭南2丁目4番地,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300741%2C1+++++,data/raw/mhlw/detail-000080-01_ユ_300741.html,4,20,2026-05-22T10:12:25+08:00
company-301b26e5,北海道農業協同組合中央会,北海道農業協同組合中央会,011-232-6411,,01-ユ-300747,有料職業紹介事業,北海道,北海道札幌市中央区北4条西1丁目1 北農ビル10階,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300747%2C1+++++,data/raw/mhlw/detail-000081-01_ユ_300747.html,5,1,2026-05-22T10:12:25+08:00
company-14c11b56,株式会社 Ｎｏｒｔｈ Ｌｕｃｅ,株式会社 Ｎｏｒｔｈ Ｌｕｃｅ,080-3506-0879,,01-ユ-300752,有料職業紹介事業,北海道,北海道札幌市豊平区福住1条3丁目13番1 ライオンズガーデン604号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300752%2C1+++++,data/raw/mhlw/detail-000082-01_ユ_300752.html,5,2,2026-05-22T10:12:25+08:00
company-4e05c1b4,学校法人 北工学園,学校法人 北工学園,0166-82-4520,,01-ユ-300753,有料職業紹介事業,北海道,北海道上川郡東川町進化台785番地3,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300753%2C1+++++,data/raw/mhlw/detail-000083-01_ユ_300753.html,5,3,2026-05-22T10:12:25+08:00
company-218489b5,株式会社 セキュアスタッフ,株式会社 セキュアスタッフ,0166-74-7448,,01-ユ-300758,有料職業紹介事業,北海道,北海道旭川市一条通八丁目542番地4 一条緑橋通ビル8階,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300758%2C1+++++,data/raw/mhlw/detail-000084-01_ユ_300758.html,5,4,2026-05-22T10:12:25+08:00
company-bff54c38,株式会社 ＦＥＲＮＡ,株式会社 ＦＥＲＮＡ,0155-67-1016,,01-ユ-300767,有料職業紹介事業,北海道,北海道帯広市西5条北4丁目7番地8,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300767%2C1+++++,data/raw/mhlw/detail-000085-01_ユ_300767.html,5,5,2026-05-22T10:12:25+08:00
company-164148f7,一般社団法人 国際人材育成支援協会,一般社団法人 国際人材育成支援協会,011-330-8982,,01-ユ-300771,有料職業紹介事業,北海道,北海道札幌市白石区菊水元町一条五丁目4番13号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300771%2C1+++++,data/raw/mhlw/detail-000086-01_ユ_300771.html,5,6,2026-05-22T10:12:25+08:00
company-6004b6fd,北海道倶楽部 株式会社,北海道倶楽部 株式会社,011-522-2201,,01-ユ-300778,有料職業紹介事業,北海道,北海道札幌市中央区南9条西3丁目10番97 札幌ＫＳビル4階401号室,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300778%2C1+++++,data/raw/mhlw/detail-000087-01_ユ_300778.html,5,7,2026-05-22T10:12:25+08:00
company-ba265401,Ｆｏｒｃｅ Ｌｉｎｋ Ｎｅｘｔ 株式会社,Ｆｏｒｃｅ Ｌｉｎｋ Ｎｅｘｔ 株式会社,011-376-5714,,01-ユ-300784,有料職業紹介事業,北海道,北海道札幌市白石区栄通二十丁目12番20号おおたビル2F,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300784%2C1+++++,data/raw/mhlw/detail-000088-01_ユ_300784.html,5,8,2026-05-22T10:12:25+08:00
company-aaa6bcc1,株式会社 Ａｕｂｕ,株式会社 Ａｕｂｕ,011-859-1113,,01-ユ-300786,有料職業紹介事業,北海道,北海道札幌市豊平区月寒東1条17丁目1番3号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300786%2C1+++++,data/raw/mhlw/detail-000089-01_ユ_300786.html,5,9,2026-05-22T10:12:25+08:00
company-27981079,株式会社 ＦＡＢ,株式会社 ＦＡＢ,011-792-7217,,01-ユ-300797,有料職業紹介事業,北海道,北海道札幌市手稲区曙四条一丁目6番28号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300797%2C1+++++,data/raw/mhlw/detail-000090-01_ユ_300797.html,5,10,2026-05-22T10:12:25+08:00
company-b34f069c,株式会社 ヒューマンイノベーションラボ,株式会社 ヒューマンイノベーションラボ,011-806-2726,,01-ユ-300821,有料職業紹介事業,北海道,北海道札幌市中央区北2条西2丁目32番地 第37桂和ビル6階,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300821%2C1+++++,data/raw/mhlw/detail-000091-01_ユ_300821.html,5,11,2026-05-22T10:12:25+08:00
company-023c0ef7,Ｒトラスト 合同会社,Ｒトラスト 合同会社,050-8892-0940,,01-ユ-300831,有料職業紹介事業,北海道,北海道伊達市舟岡町357番地22,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300831%2C1+++++,data/raw/mhlw/detail-000092-01_ユ_300831.html,5,12,2026-05-22T10:12:25+08:00
company-bd87d29e,アミューズメント北海道 株式会社,アミューズメント北海道 株式会社,011-219-1501,,01-ユ-300847,有料職業紹介事業,北海道,北海道札幌市中央区北4条西6丁目1 毎日札幌会館9階,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300847%2C1+++++,data/raw/mhlw/detail-000093-01_ユ_300847.html,5,13,2026-05-22T10:12:25+08:00
company-c288b86a,株式会社 ＪＡＰＡＮ ＱＵＡＬＩＴＹ,株式会社 ＪＡＰＡＮ ＱＵＡＬＩＴＹ,011-792-0058,,01-ユ-300851,有料職業紹介事業,北海道,北海道札幌市東区北28条東10丁目2番17号 Ｊ-ＳＴＡＲビル 3Ｆ,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300851%2C1+++++,data/raw/mhlw/detail-000094-01_ユ_300851.html,5,14,2026-05-22T10:12:25+08:00
company-028aa873,株式会社 ケイズ,株式会社 ケイズ,011-807-0299,,01-ユ-300863,有料職業紹介事業,北海道,北海道北広島市大曲並木2丁目6番地36,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300863%2C1+++++,data/raw/mhlw/detail-000095-01_ユ_300863.html,5,15,2026-05-22T10:12:25+08:00
company-b1d96198,株式会社 チセイ,株式会社 チセイ,0155-28-3378,,01-ユ-300874,有料職業紹介事業,北海道,北海道帯広市東十三条南三丁目1番地14,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300874%2C1+++++,data/raw/mhlw/detail-000096-01_ユ_300874.html,5,16,2026-05-22T10:12:25+08:00
company-2986ef04,ＮｅＸ 株式会社,ＮｅＸ 株式会社 本社オフィス,050-6868-2779,,01-ユ-300876,有料職業紹介事業,北海道,北海道札幌市豊平区平岸二条7丁目4-23 ラフレ平岸805,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300876%2C1+++++,data/raw/mhlw/detail-000097-01_ユ_300876.html,5,17,2026-05-22T10:12:25+08:00
company-90b06893,札幌駅総合開発 株式会社,札幌駅総合開発 株式会社,011-209-5082,,01-ユ-300887,有料職業紹介事業,北海道,北海道札幌市中央区北五条西二丁目5番地 JRタワーオフィスプラザさっぽろ9階,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300887%2C1+++++,data/raw/mhlw/detail-000098-01_ユ_300887.html,5,18,2026-05-22T10:12:25+08:00
company-7ee661d9,クリニックコンサルティングサービス 株式会社,クリニックコンサルティングサービス 株式会社,090-5506-0475,,01-ユ-300893,有料職業紹介事業,北海道,北海道旭川市春光五条九丁目11番8号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300893%2C1+++++,data/raw/mhlw/detail-000099-01_ユ_300893.html,5,19,2026-05-22T10:12:25+08:00
company-bf96ef8d,ＫＳコンサル 株式会社,ＫＳコンサル 株式会社,011-598-8984,,01-ユ-300899,有料職業紹介事業,北海道,北海道札幌市豊平区中の島二条十丁目1番22号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300899%2C1+++++,data/raw/mhlw/detail-000100-01_ユ_300899.html,5,20,2026-05-22T10:12:25+08:00
company-a6ded4a3,ＷＡＧＡＯ 株式会社,ＷＡＧＡＯ 株式会社,011-206-0212,,01-ユ-300909,有料職業紹介事業,北海道,北海道札幌市中央区南2条西8丁目3番1号 大光ビル5F,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300909%2C1+++++,data/raw/mhlw/detail-000101-01_ユ_300909.html,6,1,2026-05-22T11:37:50+08:00
company-9356992b,片山 一幸,タビソラ設計舎,090-3890-0365,,01-ユ-300913,有料職業紹介事業,北海道,北海道札幌市中央区北2条西2丁目32 第37桂和ビル5F,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300913%2C1+++++,data/raw/mhlw/detail-000102-01_ユ_300913.html,6,2,2026-05-22T11:37:50+08:00
company-7a0a70ca,株式会社 ＳＨＡＲＥ,株式会社 ＳＨＡＲＥ,011-596-0215,,01-ユ-300916,有料職業紹介事業,北海道,北海道札幌市中央区南十条西十四丁目1番5号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300916%2C1+++++,data/raw/mhlw/detail-000103-01_ユ_300916.html,6,3,2026-05-22T11:37:50+08:00
company-9dfbb3db,株式会社 ＭＯＫＡ．,株式会社 ＭＯＫＡ．本社,0154-68-4672,https://www.moka-inc.com,01-ユ-300919,有料職業紹介事業,北海道,北海道釧路市春日町3番6号 丸平総合ビル3Ｆ南,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300919%2C1+++++,data/raw/mhlw/detail-000104-01_ユ_300919.html,6,4,2026-05-22T11:37:50+08:00
company-4a827624,浜益特定地域づくり事業協同組合,浜益特定地域づくり事業協同組合,050-5236-1659,,01-ユ-300921,有料職業紹介事業,北海道,北海道石狩市浜益2番地3 浜益支所内,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300921%2C1+++++,data/raw/mhlw/detail-000105-01_ユ_300921.html,6,5,2026-05-22T11:37:50+08:00
company-717ab93c,アサヒ管財 株式会社,アサヒ管財 株式会社,0166-32-1300,,01-ユ-300924,有料職業紹介事業,北海道,北海道旭川市豊岡十五条七丁目4番20号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300924%2C1+++++,data/raw/mhlw/detail-000106-01_ユ_300924.html,6,6,2026-05-22T11:37:50+08:00
company-992d741d,ミャンマーフロンティア 株式会社,ミャンマーフロンティア 株式会社,0154-22-6775,,01-ユ-300929,有料職業紹介事業,北海道,北海道釧路市双葉町8番20号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300929%2C1+++++,data/raw/mhlw/detail-000107-01_ユ_300929.html,6,7,2026-05-22T11:37:50+08:00
company-69f50bac,株式会社 ＨＯＴサービス,株式会社 ＨＯＴサービス,011-350-7292,,01-ユ-300930,有料職業紹介事業,北海道,北海道札幌市手稲区前田9条14丁目2番20号 ＨＯＴハウス211号室,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300930%2C1+++++,data/raw/mhlw/detail-000108-01_ユ_300930.html,6,8,2026-05-22T11:37:50+08:00
company-e8664d18,有限会社 プログレスＡＩ,有限会社 プログレスＡＩ,011-700-1500,,01-ユ-300934,有料職業紹介事業,北海道,北海道札幌市北区北三十六条西八丁目1番1号 マルワビル203号室,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300934%2C1+++++,data/raw/mhlw/detail-000109-01_ユ_300934.html,6,9,2026-05-22T11:37:50+08:00
company-16438781,合同会社 ドリームヒルズ,合同会社 ドリームヒルズ,080-5425-7282,,01-ユ-300935,有料職業紹介事業,北海道,北海道石狩郡当別町スウェーデンヒルズＥ5-2-2,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300935%2C1+++++,data/raw/mhlw/detail-000110-01_ユ_300935.html,6,10,2026-05-22T11:37:50+08:00
company-93cb5d1c,公益社団法人北海道シルバー人材センター連合会,公益社団法人北海道シルバー人材センター連合会本部事務所,011-223-2711,,01-ユ-900001,有料職業紹介事業,北海道,北海道札幌市中央区北4条西6丁目1番地,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C1+++++,data/raw/mhlw/detail-000111-01_ユ_900001.html,6,11,2026-05-22T11:37:50+08:00
company-5ebd40e9,公益社団法人北海道シルバー人材センター連合会,公益社団法人北海道シルバー人材センター連合会札幌市中央事務所,011-614-2155,,01-ユ-900001,有料職業紹介事業,北海道,北海道札幌市中央区大通西19丁目1番地1,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C2+++++,data/raw/mhlw/detail-000112-01_ユ_900001.html,6,12,2026-05-22T11:37:50+08:00
company-acdcf527,公益社団法人北海道シルバー人材センター連合会,公益社団法人北海道シルバー人材センター連合会札幌市東事務所,011-826-3279,,01-ユ-900001,有料職業紹介事業,北海道,北海道札幌市白石区本通16丁目南4番26号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C3+++++,data/raw/mhlw/detail-000113-01_ユ_900001.html,6,13,2026-05-22T11:37:50+08:00
company-75ac20a6,公益社団法人北海道シルバー人材センター連合会,公益社団法人北海道シルバー人材センター連合会札幌市西事務所,011-615-8228,,01-ユ-900001,有料職業紹介事業,北海道,北海道札幌市西区琴似2条2丁目1番5号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C4+++++,data/raw/mhlw/detail-000114-01_ユ_900001.html,6,14,2026-05-22T11:37:50+08:00
company-21980394,公益社団法人北海道シルバー人材センター連合会,公益社団法人北海道シルバー人材センター連合会旭川市事務所,0166-51-1600,,01-ユ-900001,有料職業紹介事業,北海道,北海道旭川市春光町3639番4,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C5+++++,data/raw/mhlw/detail-000115-01_ユ_900001.html,6,15,2026-05-22T11:37:50+08:00
company-6ba927b1,公益社団法人北海道シルバー人材センター連合会,公益社団法人北海道シルバー人材センター連合会函館市事務所,0138-26-3555,,01-ユ-900001,有料職業紹介事業,北海道,北海道函館市若松町33番6号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C6+++++,data/raw/mhlw/detail-000116-01_ユ_900001.html,6,16,2026-05-22T11:37:50+08:00
company-4cb66993,公益社団法人北海道シルバー人材センター連合会,公益社団法人北海道シルバー人材センター連合会室蘭市事務所,0143-45-8155,,01-ユ-900001,有料職業紹介事業,北海道,北海道室蘭市みゆき町2丁目7番14号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C7+++++,data/raw/mhlw/detail-000117-01_ユ_900001.html,6,17,2026-05-22T11:37:50+08:00
company-abe068b1,公益社団法人北海道シルバー人材センター連合会,公益社団法人北海道シルバー人材センター連合会小樽市事務所,0134-33-9850,,01-ユ-900001,有料職業紹介事業,北海道,北海道小樽市奥沢5丁目3番1号,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C8+++++,data/raw/mhlw/detail-000118-01_ユ_900001.html,6,18,2026-05-22T11:37:50+08:00
