记录ID,公司名称,联系人,职位,邮箱,电话,联系表单链接,公司官网,基础来源URL,厚生劳动省来源URL,许可证号,许可类型,城市或都道府县,专业领域,业务分类,猎头匹配度,猎头匹配理由,证据关键词,验证状态,可信度,来源访问时间,备注,邮箱或表单证据URL,邮箱或表单证据原始路径,邮箱补充状态
company-ef13f146,株式会社 ノースグリーン,,,info@north-green.co.jp,0166-73-3337,https://north-green.co.jp/contact/,https://north-green.co.jp/contact/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300357%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300357%2C1+++++,01-ユ-300357,有料職業紹介事業,北海道,全行业,recruitment_agency,low,No explicit headhunter or recruiting-positioning signal found in available official/public evidence.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,Contact phone sourced from MHLW public occupational placement business detail page.,https://north-green.co.jp/contact/,data/runs/20260522-101225/raw/static/company-ef13f146-page1-6ded160c74.html,email_found
company-9d56a610,株式会社グラン・メディコ,,,,011-898-7700,https://www.shoureikan.jp/g-medico/contact.html,https://www.shoureikan.jp/g-medico/contact.html,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300362%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300362%2C1+++++,01-ユ-300362,有料職業紹介事業,北海道,全行业,recruitment_agency,low,No explicit headhunter or recruiting-positioning signal found in available official/public evidence.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,Contact phone sourced from MHLW public occupational placement business detail page.,https://www.shoureikan.jp/g-medico/contact.html,data/runs/20260522-101225/raw/static/company-9d56a610-page1-846937577e.html,contact_form_found
company-8964c5c7,三鉱建設株式会社,,,info@sankokensetsu.co.jp,0125-52-3111,,http://park5.wakwak.com/~sanko_kensetsu/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300363%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300363%2C1+++++,01-ユ-300363,有料職業紹介事業,北海道,全行业,recruitment_agency,low,MHLW paid placement license exists but official site shows general construction contractor; no headhunting/recruiting agency positioning,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Email info@sankokensetsu.co.jp confirmed on official recruitment page (line 84). MHLW page linked company site park5.wakwak.com/~sanko_kensetsu/. Company is pure construction contractor (土木工事/建築工事), not a headhunter.",http://park5.wakwak.com/~sanko_kensetsu/9boshu/9boshu.html,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-015/company-8964c5c7-recruit.txt,agent_email_found
company-d7a3f304,株式会社大原キャリアスタッフ北海道,,,,011-707-1211,https://www.o-hara-cs.net/script/mailform/support/,https://o-hara-cs.net,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300364%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300364%2C1+++++,01-ユ-300364,有料職業紹介事業,北海道,全行业,recruitment_agency,medium,General recruitment/placement agency using keywords jinkai-shokai (人材紹介) and tenshoku-shien (転職支援); no headhunting-specific keywords found.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Official site o-hara-cs.net confirmed by company name, phone 011-707-1211, and MHLW license 01-ユ-300364 on company profile page. No public email found. Public inquiry/contact form found at /script/mailform/support/. Company is part of Ohara Gakuen group providing comprehensive HR services (placement, temp staffing, job ads) focused on accounting/tax/bookkeeping positions.",https://www.o-hara-cs.net/script/mailform/support/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-016/company-d7a3f304-contact.txt,agent_contact_form_found
company-7106e213,株式会社 エーピーアール,,,,011-211-1047,https://northcareer.com/#reserve,https://northcareer.com/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300390%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300390%2C1+++++,01-ユ-300390,有料職業紹介事業,北海道,全行业,recruitment_agency,medium,"MHLW license is 有料職業紹介事業 and site describes 人材紹介 services, indicating general recruitment/placement positioning",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: MHLW page proves company identity (会社名: 株式会社 エーピーアール, license: 01-ユ-300390, phone: 011-211-1047) and lists northcareer.com as official URL. Official site northcareer.com has a contact form at the #reserve anchor. No public email address published. Site title includes 人材派遣 but core licensed business is 有料職業紹介事業.",https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300390%2C1+++++,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-017/company-7106e213-mhlw.txt,agent_contact_form_found
company-8ba60540,楡創研 株式会社,,,,011-233-4919,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300395%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300395%2C1+++++,01-ユ-300395,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,Company operates care worker training school (介護職員養成学校運営); nursing/care vertical is an exclusion signal.,有料職業紹介事業; 厚生労働省,mhlw_verified,medium,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Yahoo Maps confirms 楡創研株式会社 at address matching MHLW registration (札幌市中央区南一条西4丁目13番地日之出ビル8階) and lists nire-net.co.jp as the official site. However, nire-net.co.jp represents 株式会社NIREPLUS (different address/phone), not 楡創研, so the contact form there cannot be confidently attributed. No independent official website or public email found for the exact company 楡創研.",https://map.yahoo.co.jp/v3/place/0Pd_VE-3iSc,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-018/company-8ba60540-yahoo-map.txt,agent_not_found
company-c7679cbe,株式会社 ソフトガーデン,,,,011-211-4435,https://www.soft-garden.co.jp/#section05,https://www.soft-garden.co.jp/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300398%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300398%2C1+++++,01-ユ-300398,有料職業紹介事業,北海道,全行业,recruitment_agency,low,"MHLW placement and temp-staffing licenses present but website shows IT software developer, no headhunter/recruiting agency positioning",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Contact form found on official company website at #section05 (mw-wp-form). No public email address published. Company primarily an IT software/services company with secondary dispatching and placement licenses. MHLW page confirms all details match.,https://www.soft-garden.co.jp/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-019/company-c7679cbe-softgarden.txt,agent_contact_form_found
company-5199a227,株式会社 ソフトガーデン,,,,045-594-7544,https://www.soft-garden.co.jp/#form,https://www.soft-garden.co.jp/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300398%2C2+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300398%2C2+++++,01-ユ-300398,有料職業紹介事業,神奈川県,全行业,recruitment_agency,exclude,Official/public evidence shows dispatch/temp staffing (労働者派遣事業) and all-occupation placement per MHLW; no headhunting/executive-search positioning.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Contact form confirmed at #form on official site. No public email published. Company identity confirmed: name, phone (045-594-7544), MHLW license (01-ユ-300398) all match. Company is primarily IT software developer but holds dispatch and placement licenses.",https://www.soft-garden.co.jp/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-020/company-5199a227-official-site.txt,agent_contact_form_found
company-6460faa6,伊達環境管理株式会社,,,,0142-25-3391,https://www.datekan.co.jp/contact,https://www.datekan.co.jp/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300404%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300404%2C1+++++,01-ユ-300404,有料職業紹介事業,北海道,全行业,recruitment_agency,low,No explicit headhunter or recruiting-positioning signal found in available official/public evidence.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,Contact phone sourced from MHLW public occupational placement business detail page.,https://www.datekan.co.jp/,data/runs/20260522-101225/raw/static/company-6460faa6-page1-7d9d7d7993.html,contact_form_found
company-509ae6cc,株式会社 ＮＴＴネクシア,,,,03-6384-3934,https://www.ntt-nexia.co.jp/inquiry/,https://www.ntt-nexia.co.jp/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300412%2C0+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300412%2C0+++++,01-ユ-300412,有料職業紹介事業,東京都,全行业,recruitment_agency,low,Main business is BPO/contact center operations; MHLW license and temp staffing license exist but no headhunting/recruiting keywords found.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Confirmed official site www.ntt-nexia.co.jp with identity match (company name, license 01-ユ-300412). Inquiry page at /inquiry/ provides multiple contact forms. No public email published on any page.",https://www.ntt-nexia.co.jp/inquiry/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-021/company-509ae6cc-ntt-nexia-inquiry.txt,agent_contact_form_found
company-81eec7c3,株式会社 ＮＴＴネクシア,,,,06-6314-0120,https://www.ntt-nexia.co.jp/inquiry/service.html,https://www.ntt-nexia.co.jp/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300412%2C2+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300412%2C2+++++,01-ユ-300412,有料職業紹介事業,大阪府,全行业,recruitment_agency,low,MHLW paid placement license exists but main business is BPO/contact center; no headhunting or executive search positioning.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Confirmed official site at ntt-nexia.co.jp via company name, phone (011-212-1111), and license number (01-ユ-300412) match. Public business inquiry form found; no public email published.",https://www.ntt-nexia.co.jp/inquiry/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-022/company-81eec7c3-ntt-nexia-inquiry.txt,agent_contact_form_found
company-bdec1b1d,株式会社 ＮＴＴネクシア,,,,011-241-9583,https://www.ntt-nexia.co.jp/inquiry/service.html,https://www.ntt-nexia.co.jp/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300412%2C18++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300412%2C18++++,01-ユ-300412,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,"Official site lists temp staffing dispatch license (派01-300628) and contact center BPO as core business, not headhunting.",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Company identity confirmed via detail_information.html (company name + license 01-ユ-300412 match). Public service inquiry form found on official contact page. No public business email published.,https://www.ntt-nexia.co.jp/inquiry/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-023/company-bdec1b1d-ntt-nexia-inquiry.txt,agent_contact_form_found
company-e93e0b5e,株式会社 Ｍａｍｍｙ Ｐｒｏ,,,staff@mammypro.jp,011-206-9150,https://www.mamanavi.tv/company/contact/,https://www.mamanavi.tv/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300415%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300415%2C1+++++,01-ユ-300415,有料職業紹介事業,北海道,全行业,recruitment_agency,medium,有料職業紹介事業（ママナビ職業紹介所）を運営しており人材紹介の信号があるが、主軸は子育て支援メディアでありヘッドハンティング/エグゼクティブサーチの明確な信号は確認できず。,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Public business email staff@mammypro.jp confirmed on the official company about page (mamanavi.tv/company/about/). Identity strongly confirmed by MHLW license number, phone number, and address match. Contact form also available at /company/contact/.",https://www.mamanavi.tv/company/about/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-024/company-e93e0b5e-about.txt,agent_email_found
company-183cda18,小石川 志津加,,,,0144-77-5913,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300430%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300430%2C1+++++,01-ユ-300430,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,"Business description explicitly states temp staffing for retail/part-time positions (試食販売, 洋服販売, 土産品販売, 商品陳列, 棚替え), not headhunting",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Sole proprietorship 小石川 志津加 operating as SKワーク in Tomakomai, Hokkaido. MHLW confirms paid placement license 01-ユ-300430. Google Business Profile confirms identity (matching address and phone) and shows business description for retail temp staffing. No public website, email, or contact form found.",https://www.google.com/search?q=SK%E3%83%AF%E3%83%BC%E3%82%AF+%E8%8B%AB%E5%B0%8F%E7%89%A7+%E5%8C%97%E6%B5%B7%E9%81%93,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-025/company-183cda18-google2.txt,agent_not_found
company-a190ca12,株式会社 ＨＫＳ ＪＡＰＡＮ,,,,0123-21-8092,,http://hks-japan.co.jp/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300436%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300436%2C1+++++,01-ユ-300436,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,"Company holds worker dispatch license (派 01-300774) per official company page, falling under dispatch/temp staffing exclusion",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Official company URL confirmed from MHLW reference link (http://hks-japan.co.jp/). Live site in maintenance mode; no public email or contact form available. Wayback Machine archive confirms company does both paid placement and worker dispatch/temp staffing (outsourcing/warehouse light work).,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300436%2C1+++++,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-026/company-a190ca12-mhlw.txt,agent_official_site_found_no_contact
company-f63f5b74,社会医療法人社団 三草会,,,,011-782-6160,https://form1ssl.fc2.com/form/?id=70f5e97b3724c210,https://sansoukai.or.jp/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300443%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300443%2C1+++++,01-ユ-300443,有料職業紹介事業,北海道,全行业,recruitment_agency,medium,有料職業紹介事業 (paid placement) license found on Clark Work Support Center page; no headhunting/executive search keywords present,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Confirmed contact form (https://form1ssl.fc2.com/form/?id=70f5e97b3724c210) on Clark Work Support Center FC2 site matching company name, address, and license number 01-ユ-300443. Official hospital site sansoukai.or.jp confirms company identity with matching phone 011-782-6160. No public business email found.",https://clarkwsc.web.fc2.com/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-027/company-f63f5b74-fc2.txt,agent_contact_form_found
company-e8be14dc,株式会社 サンコー,,,web@sancoh.co.jp,011-885-3500,https://www.sancoh.co.jp/category/contact,https://www.sancoh.co.jp/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300446%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300446%2C1+++++,01-ユ-300446,有料職業紹介事業,北海道,全行业,recruitment_agency,low,MHLW general placement license only; main business is BPO/outsourcing; no headhunting or executive search signals,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Email web@sancoh.co.jp found in mailto links on official contact page. Company confirmed via matching name, phone (011-885-3500), address, and MHLW license cross-reference on domain sancoh.co.jp.",https://www.sancoh.co.jp/category/contact,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-028/company-e8be14dc-contact.txt,agent_email_found
company-ff8b1207,株式会社 ＳＰＩ,,,,0123-25-9212,https://jca-spi.com/for-business/,https://jca-spi.com/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300447%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300447%2C1+++++,01-ユ-300447,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,primary business is dispatch/temp staffing (人材派遣) for manufacturing; excluded vertical,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Official site jca-spi.com confirmed by exact match on phone (0123-25-9212), address (北海道千歳市富士1-1-5), and license (01-ユ-300447). Contact form found on for-business page with web inquiry form. No public email visible. Previous kk-spi.com was wrong company (Saitama-based, different phone).",https://jca-spi.com/company/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-029/company-ff8b1207-jcaspi-company.txt,agent_contact_form_found
company-36e5f022,株式会社 ビツグベン,,,,011-775-5730,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300461%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300461%2C1+++++,01-ユ-300461,有料職業紹介事業,北海道,全行业,recruitment_agency,medium,MHLW license 有料職業紹介事業 and Rikunabi listing 人材派遣・職業紹介 confirm general job placement/recruitment agency,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: MHLW page confirms company name (株式会社ビツグベン/ビッグベン), phone 011-775-5730, and license 01-ユ-300461 at Hokkaido address. big-ben.co.jp (Fukuoka video production) and bigbenn.jp (Tokyo talent management) are different companies. No public email, contact form, or official website found for this Hokkaido-based staffing agency despite thorough search across Google, gBizINFO, Yahoo Maps, and recruitment platforms.",https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300461%2C1+++++,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-030/company-36e5f022-mhlw.txt,agent_not_found
company-b0ff65e1,株式会社 ノーステクノロジー,,,,011-707-5344,,https://www.north-t.co.jp,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300472%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300472%2C1+++++,01-ユ-300472,有料職業紹介事業,北海道,全行业,recruitment_agency,low,MHLW paid placement license (01-ユ-300472) with 0 placements across all years; company primarily IT/software development with no headhunting positioning on official site.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Official site confirmed at north-t.co.jp via matching company name, address, and phone from MHLW. No public business email or contact form found on any page; /contact/ and /inquiry/ both return 404.",https://www.north-t.co.jp/campany/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-031/company-b0ff65e1-company.txt,agent_official_site_found_no_contact
company-f2ec46a8,合通プラス 株式会社,,,,0144-84-8071,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300476%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300476%2C1+++++,01-ユ-300476,有料職業紹介事業,北海道,全行业,recruitment_agency,medium,MHLW 有料職業紹介 license confirms paid placement business; also listed under 人材 industry on SalesNow and Doda,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Company has no independent website. Confirmed subsidiary of 合通ロジ group via parent company site, Wikipedia, and gBizINFO. No public email, contact form, or website found after checking MHLW, gotsu.co.jp, Doda, gBizINFO, SalesNow, Google search, and Wikipedia. Seven Dokobot reads completed with valid meta files.",https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300476%2C1+++++,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-032/company-f2ec46a8-mhlw.txt,agent_not_found
company-26b23460,株式会社 サクライサービス,,,info@sakuraiservice.co.jp,011-881-1788,https://sakuraiservice.co.jp/pages/4/,https://sakuraiservice.co.jp,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300483%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300483%2C1+++++,01-ユ-300483,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,"Company primarily operates temp staffing/dispatch (労働派遣業) centered on golf course caddy dispatch, not headhunting/executive search.",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Found email info@sakuraiservice.co.jp on official company info page. Identity confirmed by company name, phone (011-881-1788), address, and MHLW license (01-ユ-300483). Contact form page exists but shows temporary unavailability notice.",https://sakuraiservice.co.jp/pages/2/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-033/company-26b23460-about.txt,agent_email_found
company-02bd96ba,株式会社 ドリームサポート,,,,0155-30-1050,https://drsp151a.com/contact,https://drsp151a.com/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300502%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-300502%2C1+++++,01-ユ-300502,有料職業紹介事業,北海道,全行业,recruitment_agency,exclude,"Company website identifies as temp staffing/dispatch (人材派遣会社), main services are worker dispatch and paid placement; no headhunting/executive search signals found.",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T10:12:25+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Official site drsp151a.com confirmed via MHLW page link. Contact form at /contact is fully functional. Email drsp151a@outlook partially visible in footer but truncated in text extraction; contact form is the verifiable channel. Company primarily temp staffing/dispatch, classified as exclude.",https://drsp151a.com/contact,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-101225/raw/agents/agent-034/company-02bd96ba-drsp151a-contact.txt,agent_contact_form_found
