record_id,company_name,contact_name,title,email,phone,contact_form_url,company_url,source_url,mhlw_source_url,license_number,license_type,city_or_prefecture,specialization,classification,hunter_likelihood,hunter_likelihood_reason,evidence_keywords,verification_status,confidence,source_accessed_at,notes
company-b78fb978,公益社団法人北海道シルバー人材センター連合会,,,,0153-79-1234,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C31++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C31++++,01-ユ-900001,有料職業紹介事業,北海道,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-d7243f4f,公益社団法人北海道シルバー人材センター連合会,,,,0126-66-2468,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C32++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C32++++,01-ユ-900001,有料職業紹介事業,北海道,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-ca63f34d,公益社団法人北海道シルバー人材センター連合会,,,,0167-22-5010,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C33++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C33++++,01-ユ-900001,有料職業紹介事業,北海道,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-52089729,公益社団法人北海道シルバー人材センター連合会,,,,0135-22-7641,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C34++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C34++++,01-ユ-900001,有料職業紹介事業,北海道,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-9a553293,公益社団法人北海道シルバー人材センター連合会,,,,01374-2-0423,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C35++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C35++++,01-ユ-900001,有料職業紹介事業,北海道,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-eb9e94a7,公益社団法人北海道シルバー人材センター連合会,,,,0125-52-4159,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C36++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C36++++,01-ユ-900001,有料職業紹介事業,北海道,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-b8058f1c,公益社団法人北海道シルバー人材センター連合会,,,,0123-88-0017,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C37++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C37++++,01-ユ-900001,有料職業紹介事業,北海道,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-fb903de1,公益社団法人北海道シルバー人材センター連合会,,,,01656-2-4060,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C38++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C38++++,01-ユ-900001,有料職業紹介事業,北海道,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-4c6daaca,公益社団法人北海道シルバー人材センター連合会,,,,011-788-6915,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C39++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=01-%E3%83%A6-900001%2C39++++,01-ユ-900001,有料職業紹介事業,北海道,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-a960c7db,三八五流通 株式会社,,,,0178-71-3851,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=02-%E3%83%A6-300002%2C0+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=02-%E3%83%A6-300002%2C0+++++,02-ユ-300002,有料職業紹介事業,青森県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-6e6ef0a3,株式会社 トゥインクル,,,,0178-32-7310,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=02-%E3%83%A6-300033%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=02-%E3%83%A6-300033%2C1+++++,02-ユ-300033,有料職業紹介事業,青森県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-7025d1ab,株式会社 ケアライフ青森,,,,017-764-5085,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=02-%E3%83%A6-300037%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=02-%E3%83%A6-300037%2C1+++++,02-ユ-300037,有料職業紹介事業,青森県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-b103473d,株式会社 エンジョブ,,,,0176-51-3440,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=02-%E3%83%A6-300052%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=02-%E3%83%A6-300052%2C1+++++,02-ユ-300052,有料職業紹介事業,青森県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-c7239dc0,有限会社 ザ・ワーク,,,,0173-29-3300,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=02-%E3%83%A6-300053%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=02-%E3%83%A6-300053%2C1+++++,02-ユ-300053,有料職業紹介事業,青森県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-91e54c15,北日本事業振興協同組合,,,,0172-26-5371,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=02-%E3%83%A6-300056%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=02-%E3%83%A6-300056%2C1+++++,02-ユ-300056,有料職業紹介事業,青森県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-03eb0001,菊池 勲,,,,0172-27-5145,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=02-%E3%83%A6-300061%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=02-%E3%83%A6-300061%2C1+++++,02-ユ-300061,有料職業紹介事業,青森県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-43068b78,有限会社 大裕,,,,017-752-6566,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=02-%E3%83%A6-300066%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=02-%E3%83%A6-300066%2C1+++++,02-ユ-300066,有料職業紹介事業,青森県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
i-d92d87a3,株式会社I・Ｍ・Ｓ,,,,0172-32-5801,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=02-%E3%83%A6-300067%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=02-%E3%83%A6-300067%2C1+++++,02-ユ-300067,有料職業紹介事業,青森県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-2cba73fa,いかり商事株式会社,,,,0172-27-7878,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=02-%E3%83%A6-300071%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=02-%E3%83%A6-300071%2C1+++++,02-ユ-300071,有料職業紹介事業,青森県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-d33cfd88,株式会社ドリーム・ワークス,,,,0178-80-7156,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=02-%E3%83%A6-300074%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=02-%E3%83%A6-300074%2C1+++++,02-ユ-300074,有料職業紹介事業,青森県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-886e1e46,有限会社一関看護婦家政婦紹介所,,,,0191-23-2505,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=03-%E3%83%A6-050001%2C0+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=03-%E3%83%A6-050001%2C0+++++,03-ユ-050001,有料職業紹介事業,岩手県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-c4e506c6,株式会社ツイン,,,,0197-61-6550,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=03-%E3%83%A6-300030%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=03-%E3%83%A6-300030%2C1+++++,03-ユ-300030,有料職業紹介事業,岩手県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-d66f5693,株式会社天正スタッフ,,,,0197-62-6662,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=03-%E3%83%A6-300036%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=03-%E3%83%A6-300036%2C1+++++,03-ユ-300036,有料職業紹介事業,岩手県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-714c56c7,株式会社 ジュリアン,,,,0197-22-6568,,http://www.julian-hiro.co.jp,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=03-%E3%83%A6-300057%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=03-%E3%83%A6-300057%2C1+++++,03-ユ-300057,有料職業紹介事業,岩手県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-92a374a9,一般社団法人 盛の郷,,,,019-652-3131,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=03-%E3%83%A6-300061%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=03-%E3%83%A6-300061%2C1+++++,03-ユ-300061,有料職業紹介事業,岩手県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-75d370f5,株式会社東北銀行,,,,019-651-6716,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=03-%E3%83%A6-300072%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=03-%E3%83%A6-300072%2C1+++++,03-ユ-300072,有料職業紹介事業,岩手県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-1ee48cd5,株式会社北日本銀行,,,,019-653-1111,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=03-%E3%83%A6-300074%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=03-%E3%83%A6-300074%2C1+++++,03-ユ-300074,有料職業紹介事業,岩手県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-4a945c4a,新高電気 株式会社,,,,0198-23-5211,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=03-%E3%83%A6-300084%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=03-%E3%83%A6-300084%2C1+++++,03-ユ-300084,有料職業紹介事業,岩手県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-fb42adec,株式会社パソナ東北創生,,,,080-4402-5516,,https://pasonatohokusousei.com/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=03-%E3%83%A6-300095%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=03-%E3%83%A6-300095%2C1+++++,03-ユ-300095,有料職業紹介事業,岩手県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-04ed596b,クラリスアート株式会社,,,,019-681-3838,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=03-%E3%83%A6-300100%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=03-%E3%83%A6-300100%2C1+++++,03-ユ-300100,有料職業紹介事業,岩手県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-bf07536f,ディスカバリー株式会社,,,,0197-62-4775,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=03-%E3%83%A6-300104%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=03-%E3%83%A6-300104%2C1+++++,03-ユ-300104,有料職業紹介事業,岩手県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-41b2913c,有限会社あけぼの介護センター,,,,022-796-6360,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-010055%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-010055%2C1+++++,04-ユ-010055,有料職業紹介事業,宮城県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-f7451b31,有限会社岡本看護婦家政婦紹介所,,,,0229-22-1057,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-040001%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-040001%2C1+++++,04-ユ-040001,有料職業紹介事業,宮城県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-7f9da412,菅原 清香,,,,0226-46-4148,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-080002%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-080002%2C1+++++,04-ユ-080002,有料職業紹介事業,宮城県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-ba9ac488,株式会社佐々啓,,,,022-225-3424,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300002%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300002%2C1+++++,04-ユ-300002,有料職業紹介事業,宮城県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-146a49cb,東北重機工事株式会社,,,,022-364-2120,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300015%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300015%2C1+++++,04-ユ-300015,有料職業紹介事業,宮城県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-32ac64fd,株式会社あずみ,,,,0224-55-1881,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300031%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300031%2C1+++++,04-ユ-300031,有料職業紹介事業,宮城県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-8ae7afeb,有限会社ヒューマンリンクス,,,,0220-29-5382,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300094%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300094%2C1+++++,04-ユ-300094,有料職業紹介事業,宮城県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-adf47fe9,株式会社エキスパートエージェンシー,,,,022-352-0511,,http://www.expert-agency.com/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300097%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300097%2C1+++++,04-ユ-300097,有料職業紹介事業,宮城県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
company-4a6c55e6,株式会社スピード,,,,0229-21-0666,,,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300102%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300102%2C1+++++,04-ユ-300102,有料職業紹介事業,宮城県,全行业,recruitment_agency,low,MHLW only proves a paid occupational placement license; headhunter positioning is not confirmed yet.,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.
