记录ID,公司名称,联系人,职位,邮箱,电话,联系表单链接,公司官网,基础来源URL,厚生劳动省来源URL,许可证号,许可类型,城市或都道府县,专业领域,业务分类,猎头匹配度,猎头匹配理由,证据关键词,验证状态,可信度,来源访问时间,备注,邮箱或表单证据URL,邮箱或表单证据原始路径,邮箱补充状态
i-d92d87a3,株式会社I・Ｍ・Ｓ,,,,0172-32-5801,https://ims-hirosaki.com/contact/,https://ims-hirosaki.com/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=02-%E3%83%A6-300067%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=02-%E3%83%A6-300067%2C1+++++,02-ユ-300067,有料職業紹介事業,青森県,全行业,recruitment_agency,medium,"Offers job-change support (転職支援) and recruitment support (採用支援) alongside career school/training, which are general recruitment/placement signals",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Confirmed official site via Bing search; company name, phone 0172-32-5801, and address match MHLW record. No public business email found; only contact form at /contact/ is available.",https://ims-hirosaki.com/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-113750/raw/agents/agent-055/i-d92d87a3-website.txt,agent_contact_form_found
company-d33cfd88,株式会社ドリーム・ワークス,,,,0178-80-7156,https://ta-workstation.com/company/contact,http://dream-wks.jp/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=02-%E3%83%A6-300074%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=02-%E3%83%A6-300074%2C1+++++,02-ユ-300074,有料職業紹介事業,青森県,全行业,recruitment_agency,medium,有料職業紹介事業 license confirms general paid recruitment/placement; no headhunting-specific keywords found,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Confirmed company via MHLW (license 02-ユ-300074, phone 0178-80-7156) and ta-workstation.com/company/ listing 株式会社ドリーム・ワークス as operator. Contact form at ta-workstation.com/contact/ includes general inquiry category for all business lines including paid placement. No public email published.",https://ta-workstation.com/company/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-113750/raw/agents/agent-057/company-d33cfd88-ta-workstation-company.txt,agent_contact_form_found
company-d66f5693,株式会社天正スタッフ,,,,0197-62-6662,https://tensho.co.jp/contact/,https://tensho.co.jp/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=03-%E3%83%A6-300036%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=03-%E3%83%A6-300036%2C1+++++,03-ユ-300036,有料職業紹介事業,岩手県,全行业,recruitment_agency,medium,"Offers 人材紹介 (recruitment/placement) and handles management-level recruitment on official site, but primarily a temp staffing/dispatch firm; no headhunting/executive search signal",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Official site tensho.co.jp confirmed via matching company name, phone 0197-62-6662, address (北上市大通1-3-1), and MHLW license 03-ユ-300036. Contact form found at /contact/. Privacy page also discloses email tssf@tensho.co.jp (text extraction truncated at tssf@tensho) as disclosure request contact.",https://tensho.co.jp/company/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-113750/raw/agents/agent-060/company-d66f5693-company.txt,agent_contact_form_found
company-fb42adec,株式会社パソナ東北創生,,,,080-4402-5516,https://pasonatohokusousei.com/contact,https://pasonatohokusousei.com/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=03-%E3%83%A6-300095%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=03-%E3%83%A6-300095%2C1+++++,03-ユ-300095,有料職業紹介事業,岩手県,全行业,recruitment_agency,medium,"Services include 人材紹介 (personnel introduction) and 採用支援 (recruitment support), signaling general recruitment placement.",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Contact form confirmed at /contact page. No public email found on site. Company identity confirmed via company name, address, and MHLW license match on /company page.",https://pasonatohokusousei.com/contact,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-113750/raw/agents/agent-065/company-fb42adec-contact.txt,agent_contact_form_found
company-04ed596b,クラリスアート株式会社,,,info@clariceart.co.jp,019-681-3838,,https://www.clariceart.co.jp/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=03-%E3%83%A6-300100%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=03-%E3%83%A6-300100%2C1+++++,03-ユ-300100,有料職業紹介事業,岩手県,全行业,recruitment_agency,medium,"Company site lists job placement (職業紹介事業) and worker dispatch services on its official homepage, indicating general recruitment/placement; no headhunting or executive-search keywords present.",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Email info@clariceart.co.jp found on official company info page (会社概要). MHLW page confirmed official URL clariceart.co.jp. Company primarily does IT systems development; job placement is a secondary service targeting manufacturing/industrial roles.,https://www.clariceart.co.jp/about/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-113750/raw/agents/agent-066/company-04ed596b-about.txt,agent_email_found
company-ba9ac488,株式会社佐々啓,,,,022-225-3424,https://sasakei.com/contact/,https://sasakei.com,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300002%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300002%2C1+++++,04-ユ-300002,有料職業紹介事業,宮城県,全行业,recruitment_agency,medium,Site offers doctor placement and career-change support (転職支援/医師紹介); no executive-search or headhunting keywords found,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Official site sasakei.com confirmed by matching company name, phone (022-225-3424), and address with MHLW data. No public email found; contact form at /contact/ used for inquiries. Main business is medical equipment sales and clinic opening support; doctor placement is a secondary service.",https://sasakei.com/contact/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-113750/raw/agents/agent-070/company-ba9ac488-sasakei-contact.txt,agent_contact_form_found
company-231747f5,株式会社人事・教育サービス,,,machikado@hosokawa-sr.com,022-226-7255,https://jinji-kyoiku.com/contact.html,https://jinji-kyoiku.com/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300231%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300231%2C1+++++,04-ユ-300231,有料職業紹介事業,宮城県,全行业,recruitment_agency,medium,採用代行サービス (recruitment agency) and 再就職支援 (outplacement) signal general recruitment/placement business,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Found official company website jinji-kyoiku.com via Google search. Company info page lists public business email machikado@hosokawa-sr.com. Address and phone match MHLW record. Contact form available at contact.html.,https://jinji-kyoiku.com/annai.html,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-113750/raw/agents/agent-083/company-231747f5-annai.txt,agent_email_found
company-4b808804,株式会社ニア,,,near_info@near-email.co.jp,022-342-0008,https://www.near-sendai.com/contact/other/,https://www.near-sendai.com,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300273%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300273%2C1+++++,04-ユ-300273,有料職業紹介事業,宮城県,全行业,recruitment_agency,medium,"Company operates a recruit/placement business (リクルート事業/人材紹介) with paid placement license, but also handles dispatch and part-time staffing; no headhunting-specific keywords found.",有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Email near_info@near-email.co.jp found on official company profile page at near-sendai.com/company/profile/. Page also lists matching phone 022-342-0008, address, and license 04-ユ-300273 confirming identity.",https://www.near-sendai.com/company/profile/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-113750/raw/agents/agent-086/company-4b808804-profile.txt,agent_email_found
company-230ef37e,株式会社クロスリード,,,info@xlead.co.jp,022-215-6661,https://www.xlead.co.jp/contact/,https://www.xlead.co.jp/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300287%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300287%2C1+++++,04-ユ-300287,有料職業紹介事業,宮城県,全行业,recruitment_agency,medium,General recruitment/placement signal via 有料職業紹介事業 license; no headhunting/executive search positioning on official site,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,"Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Email info@xlead.co.jp confirmed on official contact page (xlead.co.jp/contact). Company identity verified by name, address, phone 022-215-6661, and MHLW license 04-ユ-300287 on company profile page.",https://www.xlead.co.jp/contact/,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-113750/raw/agents/agent-088/company-230ef37e-xlead-contact.txt,agent_email_found
company-f6cfca5a,株式会社メディカル・ブリエ,,,info@medical-briller.co.jp,022-291-1286,https://www.medical-briller.co.jp/form?form_id=3786,https://www.medical-briller.co.jp/,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300302%2C1+++++,https://jinzai.hellowork.mhlw.go.jp/JinzaiWeb/GICB102030.do?screenId=GICB102030&action=detail&detkey_Detail=04-%E3%83%A6-300302%2C1+++++,04-ユ-300302,有料職業紹介事業,宮城県,全行业,recruitment_agency,medium,Website features '薬剤師人材紹介' (pharmacist personnel introduction) as secondary business alongside pharmacy operations,有料職業紹介事業; 厚生労働省,mhlw_verified,high,2026-05-22T11:37:50+08:00,Contact phone sourced from MHLW public occupational placement business detail page.; Agent contact enrichment: Official company website medical-briller.co.jp confirmed. Email info@medical-briller.co.jp found on privacy policy inquiry section. Company operates pharmacies and provides pharmacist recruitment services.,https://www.medical-briller.co.jp/85407.html,/Users/frankqdwang/MLE/hunterdata/data/runs/20260522-113750/raw/agents/agent-091/company-f6cfca5a-privacy.txt,agent_email_found
